ride_id,timestamp,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,distance_km,duration_min,fare_amount,traffic_level
23,2025-01-01T07:55:00,12.996776,77.534873,13.003641,77.577347,4.66,12.3,106.99,2
24,2025-01-01T08:00:00,12.95116,77.522695,13.038704,77.675468,19.2,41.48,223.17,0
25,2025-01-01T08:05:00,12.979448,77.54837,12.913965,77.679443,15.96,50.01,226.15,2
26,2025-01-01T08:10:00,12.950854,77.569842,13.008893,77.679422,13.51,44.32,191.74,2
27,2025-01-01T08:15:00,12.924244,77.679711,12.990964,77.501839,20.65,44.68,237.69,0
28,2025-01-01T08:20:00,12.900759,77.532162,12.98231,77.638379,14.65,32.59,186.66,1
29,2025-01-01T08:25:00,12.94881,77.649298,12.997445,77.669845,5.85,15.02,107.42,1
30,2025-01-01T08:30:00,12.914051,77.573543,12.93978,77.548798,3.92,11.34,100.6,2
31,2025-01-01T08:35:00,13.019222,77.600527,12.986536,77.598504,3.64,8.09,70.55,0
32,2025-01-01T08:40:00,12.942116,77.504863,12.996821,77.535422,6.93,23.92,128.14,2
33,2025-01-01T08:45:00,12.902318,77.685664,12.964228,77.693331,6.93,23.25,132.91,2
34,2025-01-01T08:50:00,12.944167,77.57702,13.027671,77.563384,9.4,19.34,124.89,0
35,2025-01-01T08:55:00,12.985509,77.519435,12.992251,77.698011,19.36,39.08,225.56,0
36,2025-01-01T09:00:00,13.031606,77.648154,13.004552,77.640497,3.12,5.6,63.78,0
37,2025-01-01T09:05:00,13.030061,77.682648,12.976701,77.600303,10.71,28.39,154.71,1
38,2025-01-01T09:10:00,13.005295,77.659159,13.033501,77.567599,10.4,16.58,131.61,0
39,2025-01-01T09:15:00,12.96984,77.608529,12.942981,77.618167,3.16,4.86,62.05,0
40,2025-01-01T09:20:00,13.02339,77.572038,12.919059,77.604449,12.12,26.86,162.56,1
41,2025-01-01T09:25:00,12.907752,77.606271,12.981095,77.627486,8.47,25.22,130.81,1
42,2025-01-01T09:30:00,12.977445,77.564591,13.019278,77.554166,4.79,9.95,95.39,1
43,2025-01-01T09:35:00,12.961343,77.534659,12.923466,77.550049,4.53,12.3,94.63,1
44,2025-01-01T09:40:00,12.99903,77.555987,13.04323,77.647579,11.07,28.92,148.14,1
45,2025-01-01T09:45:00,12.953396,77.651569,12.902159,77.523215,15.03,23.16,177.9,0
46,2025-01-01T09:50:00,13.028319,77.640732,12.971126,77.519567,14.59,36.08,189.61,1
47,2025-01-01T09:55:00,12.959776,77.62317,12.995264,77.509061,12.98,27.59,153.55,0
48,2025-01-01T10:00:00,12.97547,77.671298,12.998804,77.532587,15.25,32.68,182.87,0
49,2025-01-01T10:05:00,13.041035,77.615095,12.958225,77.628658,9.32,23.74,136.32,1
50,2025-01-01T10:10:00,13.04122,77.577221,13.044179,77.68107,11.25,17.66,143.95,0
51,2025-01-01T10:15:00,12.910678,77.563795,13.026731,77.504654,14.41,40.08,200.97,2
52,2025-01-01T10:20:00,12.917725,77.639347,12.994341,77.675494,9.38,26.29,134.62,1
53,2025-01-01T10:25:00,13.012592,77.661367,13.048576,77.582524,9.43,21.47,121.52,0
54,2025-01-01T10:30:00,12.951121,77.686151,13.028762,77.585799,13.88,38.24,190.37,1
55,2025-01-01T10:35:00,12.948007,77.679105,12.95838,77.502168,19.21,49.77,252.19,2
56,2025-01-01T10:40:00,12.947897,77.690012,13.042591,77.614688,13.32,32.62,173.19,1
57,2025-01-01T10:45:00,13.000878,77.650475,13.018737,77.657924,2.14,4.28,45.36,0
58,2025-01-01T10:50:00,12.908634,77.609906,12.96623,77.677541,9.73,15.74,129.4,0
59,2025-01-01T10:55:00,12.992733,77.520225,12.912616,77.640194,15.76,36.59,184.78,0
60,2025-01-01T11:00:00,13.005936,77.51627,12.912726,77.697328,22.19,41.51,248.3,0
61,2025-01-01T11:05:00,13.016572,77.611681,12.963633,77.681271,9.57,19.06,124.59,0
62,2025-01-01T11:10:00,12.901703,77.593732,12.908445,77.523764,7.62,16.38,108.8,0
63,2025-01-01T11:15:00,13.044326,77.574974,12.942857,77.67372,15.55,38.3,193.15,0
64,2025-01-01T11:20:00,12.901823,77.693976,12.906474,77.678229,1.78,5.34,63.32,1
65,2025-01-01T11:25:00,13.045395,77.60462,12.99441,77.63915,6.79,17.85,109.06,1
66,2025-01-01T11:30:00,12.987647,77.680232,12.906817,77.556193,16.17,54.82,232.65,2
67,2025-01-01T11:35:00,12.941607,77.537624,12.969555,77.57067,4.74,9.85,88.37,1
68,2025-01-01T11:40:00,13.046159,77.697242,13.004724,77.607219,10.79,24.96,133.37,0
69,2025-01-01T11:45:00,13.036639,77.664507,13.04247,77.645144,2.2,5.31,69.41,1
70,2025-01-01T11:50:00,13.039909,77.673213,12.906783,77.505273,23.46,54.2,256.01,0
71,2025-01-01T11:55:00,13.045487,77.668424,13.025749,77.593739,8.38,19.06,135.6,1
72,2025-01-01T12:00:00,12.908456,77.672944,13.021935,77.699944,12.95,39.58,187.28,2
73,2025-01-01T12:05:00,12.967582,77.525832,13.043108,77.621235,13.32,28.92,166.29,0
74,2025-01-01T12:10:00,12.992719,77.571633,12.917034,77.634315,10.82,29.98,159.05,1
75,2025-01-01T12:15:00,12.982786,77.612188,13.031498,77.580697,6.4,9.79,94.35,0
76,2025-01-01T12:20:00,13.013271,77.624062,13.005612,77.542593,8.87,13.43,123.97,0
77,2025-01-01T12:25:00,12.958837,77.587495,13.035624,77.569651,8.75,24.37,123.75,1
78,2025-01-01T12:30:00,12.959481,77.624417,13.029355,77.689904,10.52,25.53,126.7,0
79,2025-01-01T12:35:00,12.96887,77.696007,12.973893,77.56575,14.13,31.64,185.98,1
80,2025-01-01T12:40:00,12.911379,77.525776,12.919207,77.530381,1.0,2.15,37.46,0
81,2025-01-01T12:45:00,13.034518,77.594792,13.000134,77.534464,7.57,11.67,100.42,0
82,2025-01-01T12:50:00,12.92534,77.555718,12.926552,77.517741,4.12,8.07,68.41,0
83,2025-01-01T12:55:00,12.975513,77.638079,12.905897,77.659882,8.09,16.85,119.95,1
84,2025-01-01T13:00:00,13.031037,77.684174,12.909162,77.555376,19.45,63.19,251.88,2
85,2025-01-01T13:05:00,12.955571,77.596905,12.992738,77.573783,4.83,13.28,90.45,1
86,2025-01-01T13:10:00,12.905502,77.550487,13.007002,77.679041,17.93,45.4,223.65,1
87,2025-01-01T13:15:00,12.979893,77.548494,12.940386,77.575457,5.28,9.61,77.98,0
88,2025-01-01T13:20:00,12.931717,77.565499,12.917964,77.678105,12.3,32.95,167.95,1
89,2025-01-01T13:25:00,12.913038,77.607421,12.988026,77.649088,9.48,20.17,147.22,1
90,2025-01-01T13:30:00,12.942566,77.572616,12.996888,77.614156,7.53,18.73,98.34,0
91,2025-01-01T13:35:00,12.915267,77.530572,12.936894,77.532136,2.41,4.3,56.92,0
92,2025-01-01T13:40:00,12.926006,77.679353,12.912035,77.604902,8.22,24.51,125.98,1
93,2025-01-01T13:45:00,13.045421,77.673101,13.022561,77.551581,13.41,29.08,159.54,0
94,2025-01-01T13:50:00,13.039406,77.611353,12.985742,77.555996,8.46,18.5,125.79,1
95,2025-01-01T13:55:00,12.976142,77.548482,12.917226,77.622124,10.32,21.49,124.23,0
96,2025-01-01T14:00:00,12.923154,77.596228,12.979888,77.510365,11.24,18.37,147.45,0
97,2025-01-01T14:05:00,12.938196,77.636301,13.014034,77.619128,8.64,20.83,128.47,1
98,2025-01-01T14:10:00,12.95233,77.685906,13.024593,77.693005,8.07,18.01,111.15,0
99,2025-01-01T14:15:00,12.986171,77.668366,12.920966,77.659053,7.32,12.18,102.43,0
100,2025-01-01T14:20:00,12.92464,77.662915,12.99978,77.604613,10.47,24.9,140.75,0
101,2025-01-01T14:25:00,12.96587,77.575389,12.969402,77.560276,1.68,4.21,59.8,1
102,2025-01-01T14:30:00,12.934832,77.679915,12.957584,77.608711,8.12,25.37,133.81,2
103,2025-01-01T14:35:00,12.920891,77.658805,12.993011,77.606692,9.81,32.26,163.8,2
104,2025-01-01T14:40:00,12.922751,77.562344,12.937273,77.648789,9.51,19.68,127.46,0
105,2025-01-01T14:45:00,12.951312,77.664251,12.916595,77.66929,3.9,7.4,70.66,0
106,2025-01-01T14:50:00,13.019594,77.529983,12.934388,77.644451,15.61,41.22,203.15,1
107,2025-01-01T14:55:00,12.93777,77.569139,12.92724,77.68169,12.25,29.42,176.92,1
108,2025-01-01T15:00:00,12.969301,77.689457,12.923003,77.617246,9.37,24.46,139.22,1
109,2025-01-01T15:05:00,13.004498,77.6845,13.006086,77.530508,16.68,43.49,215.48,1
110,2025-01-01T15:10:00,12.96362,77.647289,13.040155,77.685114,9.45,19.96,139.74,1
111,2025-01-01T15:15:00,12.988691,77.579801,12.908214,77.567039,9.05,22.68,156.02,2
112,2025-01-01T15:20:00,12.950025,77.579634,12.980609,77.683971,11.81,21.81,146.39,0
113,2025-01-01T15:25:00,12.933691,77.590488,12.921129,77.535277,6.14,14.86,114.79,1
114,2025-01-01T15:30:00,13.037227,77.572479,12.987088,77.626453,8.08,17.48,109.45,0
115,2025-01-01T15:35:00,12.912802,77.699375,12.975329,77.619077,11.14,25.06,135.85,0
116,2025-01-01T15:40:00,12.931486,77.679611,12.930771,77.538138,15.33,30.24,179.76,0
117,2025-01-01T15:45:00,13.016329,77.590658,12.978659,77.588153,4.2,10.74,87.51,1
118,2025-01-01T15:50:00,12.923286,77.536386,13.029268,77.689223,20.33,35.99,227.7,0
119,2025-01-01T15:55:00,12.903808,77.531231,13.007396,77.631785,15.86,27.3,197.32,0
120,2025-01-01T16:00:00,12.934661,77.634379,12.902957,77.520822,12.8,27.89,166.91,1
121,2025-01-01T16:05:00,12.914916,77.548634,13.00834,77.671139,16.86,48.84,232.13,2
122,2025-01-01T16:10:00,13.000213,77.540997,12.943972,77.679267,16.24,25.74,193.98,0
123,2025-01-01T16:15:00,12.963214,77.678534,13.022617,77.568363,13.64,25.64,160.17,0
124,2025-01-01T16:20:00,12.988544,77.553613,12.993622,77.581882,3.11,7.59,77.2,1
125,2025-01-01T16:25:00,13.014541,77.528023,13.03027,77.597486,7.73,25.49,136.78,2
126,2025-01-01T16:30:00,12.963782,77.504494,12.940302,77.608327,11.55,26.08,161.36,1
127,2025-01-01T16:35:00,13.04766,77.605138,12.925752,77.554461,14.63,35.31,175.33,0
128,2025-01-01T16:40:00,12.917663,77.615303,12.941108,77.610836,2.65,7.5,72.8,1
129,2025-01-01T16:45:00,12.990078,77.633007,12.926306,77.682882,8.92,21.25,139.07,1
130,2025-01-01T16:50:00,12.977838,77.509393,12.924943,77.647607,16.09,33.84,187.85,0
131,2025-01-01T16:55:00,12.943304,77.571135,13.007857,77.559424,7.29,18.05,110.86,1
132,2025-01-01T17:00:00,12.999551,77.687366,13.009886,77.542988,15.68,27.64,183.97,0
133,2025-01-01T17:05:00,12.974455,77.619369,12.950137,77.654182,4.64,7.31,77.03,0
134,2025-01-01T17:10:00,13.009228,77.599098,13.00326,77.586965,1.47,3.41,47.89,0
135,2025-01-01T17:15:00,12.940822,77.618046,12.954146,77.518316,10.91,28.76,173.95,2
136,2025-01-01T17:20:00,13.042536,77.589201,12.92777,77.60838,12.93,41.79,192.09,2
137,2025-01-01T17:25:00,13.003841,77.669839,12.93745,77.597885,10.74,26.71,142.78,0
138,2025-01-01T17:30:00,13.041609,77.507885,13.005836,77.68505,19.6,40.53,220.6,0
139,2025-01-01T17:35:00,13.038659,77.694212,13.04164,77.594843,10.77,36.02,172.96,2
140,2025-01-01T17:40:00,12.947865,77.665783,12.905551,77.619254,6.9,11.18,100.08,0
141,2025-01-01T17:45:00,12.950981,77.644953,12.909803,77.563058,9.99,27.87,142.48,1
142,2025-01-01T17:50:00,12.947813,77.625178,13.032897,77.623173,9.46,14.43,125.05,0
143,2025-01-01T17:55:00,13.04086,77.659757,13.04969,77.570142,9.76,23.44,147.9,1
144,2025-01-01T18:00:00,12.971981,77.625501,13.031052,77.696817,10.14,24.52,154.31,1
145,2025-01-01T18:05:00,12.935817,77.522095,12.953193,77.557448,4.29,7.44,70.29,0
146,2025-01-01T18:10:00,12.906314,77.503575,13.048158,77.585555,18.1,39.46,215.94,0
147,2025-01-01T18:15:00,13.04171,77.59348,12.992012,77.533407,8.54,23.32,144.31,2
148,2025-01-01T18:20:00,13.04141,77.629929,12.991161,77.602538,6.33,10.61,90.15,0
149,2025-01-01T18:25:00,13.016938,77.570025,12.908676,77.693821,18.02,61.78,237.46,2
150,2025-01-01T18:30:00,13.049236,77.534779,12.959436,77.651648,16.13,34.73,203.49,1
151,2025-01-01T18:35:00,12.933573,77.607395,12.988941,77.616017,6.23,14.8,95.44,0
152,2025-01-01T18:40:00,12.93984,77.525903,13.033312,77.69113,20.7,68.51,270.3,2
153,2025-01-01T18:45:00,12.913048,77.581691,12.955903,77.551951,5.75,14.36,112.58,1
154,2025-01-01T18:50:00,12.912157,77.544037,13.002489,77.515226,10.52,31.5,177.82,2
155,2025-01-01T18:55:00,13.023702,77.569562,13.001702,77.613146,5.32,12.65,80.53,0
156,2025-01-01T19:00:00,13.019614,77.63169,13.027587,77.673459,4.61,13.08,96.44,1
157,2025-01-01T19:05:00,12.992792,77.650543,12.923791,77.676174,8.16,20.64,147.44,2
158,2025-01-01T19:10:00,13.023873,77.525774,12.950268,77.648702,15.63,36.24,186.47,0
159,2025-01-01T19:15:00,12.900958,77.557408,12.992539,77.696237,18.17,41.05,233.06,1
160,2025-01-01T19:20:00,12.995101,77.607997,13.016977,77.521396,9.69,24.63,141.45,1
161,2025-01-01T19:25:00,12.994893,77.686406,12.915376,77.687446,8.84,18.29,134.82,1
162,2025-01-01T19:30:00,12.945145,77.641634,12.910103,77.616434,4.76,10.09,74.79,0
163,2025-01-01T19:35:00,13.013739,77.504917,12.903319,77.564722,13.88,38.46,185.72,1
164,2025-01-01T19:40:00,13.002494,77.589181,12.941044,77.699425,13.76,33.74,184.82,1
165,2025-01-01T19:45:00,13.004052,77.544154,12.912357,77.6361,14.26,32.41,185.05,1
166,2025-01-01T19:50:00,13.04263,77.530212,12.96485,77.688723,19.23,50.73,229.66,1
167,2025-01-01T19:55:00,13.047597,77.581867,13.034115,77.545991,4.17,6.38,68.19,0
168,2025-01-01T20:00:00,12.99775,77.573705,13.029654,77.594642,4.21,11.31,103.82,2
169,2025-01-01T20:05:00,13.015638,77.668957,13.014154,77.625244,4.74,7.26,79.67,0
170,2025-01-01T20:10:00,13.038127,77.62333,13.019481,77.596304,3.59,5.83,62.49,0
171,2025-01-01T20:15:00,12.930079,77.598319,12.909631,77.616394,3.0,6.9,69.02,0
172,2025-01-01T20:20:00,12.946554,77.591044,12.901743,77.514489,9.68,19.16,118.86,0
173,2025-01-01T20:25:00,13.004247,77.672024,13.016978,77.507924,17.83,37.54,227.15,1
174,2025-01-01T20:30:00,12.936307,77.697333,12.921374,77.599778,10.7,28.92,150.92,1
175,2025-01-01T20:35:00,12.948969,77.603542,12.91318,77.570125,5.38,8.49,83.94,0
176,2025-01-01T20:40:00,12.959538,77.526543,12.985131,77.637893,12.4,33.47,190.96,2
177,2025-01-01T20:45:00,12.904738,77.687242,12.907796,77.608259,8.57,24.6,135.3,1
178,2025-01-01T20:50:00,13.007113,77.660346,12.950918,77.662965,6.26,14.98,99.14,0
179,2025-01-01T20:55:00,12.967848,77.628716,12.97896,77.646318,2.27,3.55,53.71,0
180,2025-01-01T21:00:00,12.937065,77.531909,13.030768,77.543843,10.5,29.78,167.61,2
181,2025-01-01T21:05:00,12.998806,77.599639,12.983305,77.64384,5.09,12.71,78.03,0
182,2025-01-01T21:10:00,13.046219,77.630065,12.929931,77.636046,12.95,19.82,158.18,0
183,2025-01-01T21:15:00,13.030241,77.645434,13.011406,77.585099,6.86,12.84,90.29,0
184,2025-01-01T21:20:00,13.048147,77.508022,13.030055,77.615735,11.84,32.27,168.8,1
185,2025-01-01T21:25:00,13.035105,77.584344,12.941524,77.61847,11.04,29.93,170.24,2
186,2025-01-01T21:30:00,12.993445,77.626312,13.009967,77.526314,10.99,31.97,152.14,1
187,2025-01-01T21:35:00,13.045709,77.536195,13.028158,77.598456,7.02,16.65,96.85,0
188,2025-01-01T21:40:00,12.966796,77.602963,12.953885,77.61859,2.22,4.2,45.73,0
189,2025-01-01T21:45:00,13.016021,77.526175,13.045473,77.590758,7.72,12.16,113.05,0
190,2025-01-01T21:50:00,12.925464,77.603955,12.95055,77.665777,7.26,16.32,125.08,1
191,2025-01-01T21:55:00,12.925056,77.533524,12.905501,77.64728,12.52,30.98,174.45,1
192,2025-01-01T22:00:00,13.026626,77.661134,12.987803,77.673654,4.52,7.29,74.89,0
193,2025-01-01T22:05:00,12.979675,77.687321,12.905902,77.524422,19.47,57.11,239.48,1
194,2025-01-01T22:10:00,12.947423,77.601447,12.906236,77.529669,9.03,31.28,154.85,2
195,2025-01-01T22:15:00,12.968211,77.603119,12.973327,77.633373,3.33,5.09,65.0,0
196,2025-01-01T22:20:00,12.946189,77.640936,12.930278,77.634686,1.89,4.91,75.83,2
197,2025-01-01T22:25:00,13.030221,77.53543,13.003894,77.667623,14.62,46.53,215.75,2
198,2025-01-01T22:30:00,12.974576,77.623569,13.030336,77.614122,6.28,15.28,98.37,0
199,2025-01-01T22:35:00,12.932351,77.631777,12.95908,77.630247,2.98,6.42,65.7,0
200,2025-01-01T22:40:00,13.049912,77.509642,13.046576,77.581382,7.78,25.54,145.87,2
201,2025-01-01T22:45:00,13.031777,77.580828,12.949055,77.633519,10.83,35.32,170.53,2
202,2025-01-01T22:50:00,13.019672,77.587117,13.022675,77.524042,6.84,13.72,107.93,1
203,2025-01-01T22:55:00,12.959426,77.639093,12.958284,77.589739,5.35,10.02,76.3,0
204,2025-01-01T23:00:00,12.93409,77.514639,12.990517,77.633643,14.34,35.33,193.32,1
205,2025-01-01T23:05:00,12.977862,77.595836,12.903846,77.56825,8.76,16.63,115.94,0
206,2025-01-01T23:10:00,12.987026,77.606721,12.991186,77.652977,5.03,16.2,114.13,2
207,2025-01-01T23:15:00,12.936522,77.685407,12.90904,77.686887,3.06,4.9,62.01,0
208,2025-01-01T23:20:00,12.972881,77.551355,12.942731,77.561458,3.53,10.72,99.86,2
209,2025-01-01T23:25:00,13.007423,77.554525,12.962032,77.524377,6.01,13.11,82.27,0
210,2025-01-01T23:30:00,12.927216,77.605033,13.006357,77.521375,12.63,28.51,171.24,1
211,2025-01-01T23:35:00,13.020899,77.610045,12.906512,77.62663,12.85,39.84,191.22,2
212,2025-01-01T23:40:00,13.022878,77.676841,12.934212,77.542409,17.59,42.41,214.67,1
213,2025-01-01T23:45:00,13.017079,77.554961,13.023392,77.584748,3.3,6.92,74.56,1
214,2025-01-01T23:50:00,12.993579,77.590354,12.987991,77.533603,6.18,17.69,105.88,1
215,2025-01-01T23:55:00,12.903546,77.628394,12.991064,77.609339,9.95,18.81,128.83,0
216,2025-01-02T00:00:00,12.989171,77.599353,13.048168,77.527288,10.2,24.52,155.36,1
217,2025-01-02T00:05:00,13.003865,77.698251,12.919259,77.520822,21.4,55.19,256.28,1
218,2025-01-02T00:10:00,12.941124,77.515884,12.912849,77.678838,17.94,32.71,206.14,0
219,2025-01-02T00:15:00,12.910414,77.603812,12.910142,77.660071,6.1,12.44,84.86,0
220,2025-01-02T00:20:00,13.032012,77.630175,12.979944,77.564867,9.14,19.83,129.79,0
221,2025-01-02T00:25:00,12.969781,77.512028,12.984345,77.691525,19.52,42.74,227.26,0
222,2025-01-02T00:30:00,12.93014,77.607166,12.914501,77.590074,2.54,5.96,75.86,1
223,2025-01-02T00:35:00,13.039077,77.546928,12.959897,77.530483,8.98,30.78,152.87,2
224,2025-01-02T00:40:00,12.980994,77.668407,12.978144,77.624717,4.74,10.7,78.11,0
225,2025-01-02T00:45:00,13.017304,77.641749,12.905424,77.560626,15.23,28.34,181.57,0
226,2025-01-02T00:50:00,12.913146,77.687392,12.98307,77.561105,15.74,30.65,189.34,0
227,2025-01-02T00:55:00,13.037909,77.599393,13.048824,77.670285,7.77,18.9,120.21,0
228,2025-01-02T01:00:00,12.917455,77.66349,12.957093,77.675595,4.6,15.2,102.65,2
229,2025-01-02T01:05:00,12.912138,77.580596,12.926029,77.63899,6.51,16.13,100.11,0
230,2025-01-02T01:10:00,12.996146,77.664496,12.919879,77.672403,8.52,25.46,152.19,2
231,2025-01-02T01:15:00,12.926226,77.600513,12.959799,77.529275,8.58,13.45,118.54,0
232,2025-01-02T01:20:00,12.903872,77.527033,13.044467,77.609906,18.03,52.87,240.61,2
233,2025-01-02T01:25:00,12.965927,77.521133,12.996124,77.543208,4.12,10.93,76.35,1
234,2025-01-02T01:30:00,12.922804,77.51227,13.017114,77.59196,13.58,33.89,166.59,0
235,2025-01-02T01:35:00,13.047552,77.547836,12.921337,77.524277,14.26,22.84,170.96,0
236,2025-01-02T01:40:00,13.003824,77.512458,12.976413,77.699339,20.48,63.79,269.51,2
237,2025-01-02T01:45:00,12.979056,77.585217,12.919607,77.677321,11.97,26.27,157.29,1
238,2025-01-02T01:50:00,12.955164,77.582826,13.024131,77.646723,10.33,20.78,145.43,1
239,2025-01-02T01:55:00,12.902879,77.551963,13.014043,77.527422,12.64,28.01,158.48,1
240,2025-01-02T02:00:00,12.901818,77.54824,13.046381,77.660307,20.15,60.19,262.06,2
241,2025-01-02T02:05:00,12.968157,77.668871,12.914712,77.597648,9.74,17.77,122.55,0
242,2025-01-02T02:10:00,13.010604,77.595204,12.956383,77.578895,6.28,17.5,104.48,1
243,2025-01-02T02:15:00,13.00322,77.587521,12.938201,77.668174,11.34,27.24,148.62,0
244,2025-01-02T02:20:00,12.969222,77.62744,12.998903,77.679024,6.49,16.97,110.07,1
245,2025-01-02T02:25:00,12.922525,77.647487,12.976833,77.636046,6.16,9.77,87.88,0
246,2025-01-02T02:30:00,13.007449,77.514417,12.910689,77.502422,10.84,35.09,161.64,2
247,2025-01-02T02:35:00,12.952455,77.654931,12.999206,77.537039,13.79,22.04,163.06,0
248,2025-01-02T02:40:00,12.999045,77.652875,12.939757,77.504189,17.41,42.96,209.06,0
249,2025-01-02T02:45:00,12.9937,77.576388,12.930853,77.524277,8.98,24.93,131.06,1
250,2025-01-02T02:50:00,12.996586,77.60606,12.906293,77.693698,13.82,31.69,183.49,1
251,2025-01-02T02:55:00,12.987363,77.649615,13.021765,77.631296,4.31,7.92,74.44,0
252,2025-01-02T03:00:00,13.039213,77.544923,12.955825,77.586415,10.3,26.93,146.94,1
253,2025-01-02T03:05:00,13.033039,77.629162,12.942886,77.663189,10.68,35.74,165.43,2
254,2025-01-02T03:10:00,13.037839,77.550448,13.013256,77.592108,5.28,17.03,116.08,2
255,2025-01-02T03:15:00,12.926614,77.609005,13.0477,77.687478,15.92,26.51,195.11,0
256,2025-01-02T03:20:00,12.919759,77.645196,13.022668,77.542702,15.95,45.3,206.01,1
257,2025-01-02T03:25:00,12.988552,77.601672,12.944632,77.613004,5.04,14.47,103.87,1
258,2025-01-02T03:30:00,12.995444,77.652224,12.924011,77.592311,10.26,17.92,131.54,0
259,2025-01-02T03:35:00,13.020011,77.540807,12.983263,77.646614,12.17,26.63,162.45,1
260,2025-01-02T03:40:00,12.953308,77.656758,12.983134,77.501046,17.2,35.0,213.03,1
261,2025-01-02T03:45:00,13.043711,77.573588,12.94904,77.529778,11.55,27.44,148.72,0
262,2025-01-02T03:50:00,13.04945,77.573662,12.967292,77.644414,11.93,36.89,172.16,2
263,2025-01-02T03:55:00,13.004343,77.500644,12.992938,77.571099,7.74,16.2,113.58,1
264,2025-01-02T04:00:00,12.98823,77.596195,12.996349,77.512971,9.06,23.21,145.93,1
265,2025-01-02T04:05:00,13.00147,77.660998,12.940473,77.66501,6.8,14.12,119.01,1
266,2025-01-02T04:10:00,12.908783,77.566848,13.017735,77.641536,14.57,36.68,184.99,1
267,2025-01-02T04:15:00,12.949229,77.586804,12.91329,77.544122,6.11,16.72,105.16,1
268,2025-01-02T04:20:00,13.049752,77.686623,12.996385,77.58425,12.58,35.04,169.65,1
269,2025-01-02T04:25:00,13.02597,77.576767,12.985781,77.617554,6.28,11.7,88.05,0
270,2025-01-02T04:30:00,12.950177,77.505239,12.903629,77.666339,18.21,36.75,213.72,0
271,2025-01-02T04:35:00,12.938895,77.585931,13.03091,77.668387,13.58,31.28,165.09,0
272,2025-01-02T04:40:00,12.968728,77.596594,12.920022,77.51612,10.27,25.63,155.96,1
273,2025-01-02T04:45:00,13.014827,77.531782,12.991534,77.527071,2.64,7.01,69.11,1
274,2025-01-02T04:50:00,13.043492,77.513792,12.908558,77.556437,15.7,27.43,185.86,0
275,2025-01-02T04:55:00,12.940792,77.65188,12.967461,77.655342,2.99,5.94,61.73,0
276,2025-01-02T05:00:00,12.905042,77.512531,13.035966,77.527849,14.65,35.33,195.21,1
277,2025-01-02T05:05:00,12.903274,77.632758,13.044509,77.612034,15.86,40.49,217.24,2
278,2025-01-02T05:10:00,12.962819,77.552032,13.009623,77.696259,16.47,35.48,196.18,0
279,2025-01-02T05:15:00,12.96959,77.694401,12.991279,77.569901,13.7,22.63,160.26,0
280,2025-01-02T05:20:00,12.933798,77.550193,13.027592,77.612245,12.41,26.24,171.23,1
281,2025-01-02T05:25:00,12.91015,77.641567,12.981531,77.516345,15.72,39.06,205.67,1
282,2025-01-02T05:30:00,12.924866,77.68914,13.027496,77.633804,12.89,31.09,177.01,1
